상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용,맛 만족도,Cupping Note 향미,Cupping Note 산미,Cupping Note 단맛,Cupping Note 바디감,Cupping Note 밸런스,Rosting Point,origin,text
아일리쉬향커피,H*g,3,아이리쉬 커피 향 이 너~무 진해요,정말 뭐랄까… 아이리쉬 향에 커피빈을 한 2일정도 담궈놨다가 꺼내서 말린 향이라고나 할까요… 전 이렇게 까지 진할 줄은 몰랐습니다. 전 주로 pour over style로 핸드 드립으로 커피빈 직접 갈아서 마시는 사람인데요. 처음 마시고 한번 만 더 시도 해보자 싶어서 2번째 마시고 나서 다짐했습니다. 이건 좀 너무 많이 과하다고요. 제가 원하고 바랬던건 바닐라 향이 은은하게 나지만 고소하고도 잔잔한 커피향이 그래도 주류를 이루는 커피였는데 저의 그 니즈를 맞춰주기에 이 아이는 너무 강렬한 바닐라 향이더라구요. 오늘 그래서 결국엔 마일드 블렌드 하나 더 주문 했습니다. 마일드블렌드 와 아이리시 빈을 2:1 정도로 맞춰서 내려마시면 제가 원하던 그 맛이 되줄꺼라 기대하네요. 콩스콩스 번창하세요.,괜찮아요,8.0,6,6,7,6.0,[시티/풀시티],베트남,베트남 원두를 베이스로 아일리쉬 향을 가미하여 아일리쉬 특유의 위스키향과 크림 향미가 적절하게 어우러진 커피입니다.
아일리쉬향커피,박*성,2,다른 콩이랑 믹스해야 주연급은 아닌듯...,저는 콩스콩스를 좋아합니다. 저렴하고 다양하거든요~^^콩스커피 종류를 모두 한번 경험하고 싶었답니다.맛 보고 추천하려고했지요.처음 <아일리쉬 향커피>란  이름이 한번 향  맡아보고 싶어서 산토스와 함께 구매하는 모험을 감행했습니다.이틀만에 신속한 배달에 감동이었습니다.아일리쉬 개봉후 향이 머~이야~~~^^베리굿이었습니다.근데 거기까지였습니다 향만 좋다는...처음 맛보는 것이어서인지  거기까지 다음 재구매의사가 사라졌어요.그런데 산토스랑 섞어서 맛보니 괜찮더라고요. 향커피는 다른 콩이랑 믹스해서 먹는게 진리인듯해요. 단품으로 먹기에는 밋밋합니다. 그래도 콩스콩스 응원합니다.,예상보다 맛 없어요,8.0,6,6,7,6.0,[시티/풀시티],베트남,베트남 원두를 베이스로 아일리쉬 향을 가미하여 아일리쉬 특유의 위스키향과 크림 향미가 적절하게 어우러진 커피입니다.
아일리쉬향커피,김*록,1,등록된 헤드라인이 없습니다,이건 향수보다 더 독하네요기호와는 상관없는 독한향!먹을수 없어서 쓰레기통에 비웠습니다,예상보다 맛 없어요,8.0,6,6,7,6.0,[시티/풀시티],베트남,베트남 원두를 베이스로 아일리쉬 향을 가미하여 아일리쉬 특유의 위스키향과 크림 향미가 적절하게 어우러진 커피입니다.
아일리쉬향커피,최*영,1,등록된 헤드라인이 없습니다,카라멜 기름때문에 기계고장남,맛 평가 없음,8.0,6,6,7,6.0,[시티/풀시티],베트남,베트남 원두를 베이스로 아일리쉬 향을 가미하여 아일리쉬 특유의 위스키향과 크림 향미가 적절하게 어우러진 커피입니다.
문블렌드,토미윤,5,로스팅 잘 됐네요.,여름에 주문했을때 로스팅이 너무 강하게 돼서 한동안 다른데 주문했었는데. 오래간만에 주문했더니 로스팅 중강배전으로 잘 됐네요. 문블렌드가 모든 면에서 아주 맘에 들어요. 계속 주문할꺼 같아요.,예상보다 맛있어요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,한*옥,5,산미가 있어서 좋습니다. 제 입맛에는 딱!이네요,"산미 싫어하시는 분은 살짝 입에 안맞을 수도 있겠어요...커피향도 좋고, 드립 내릴때 공기가 뽕뽕뽕 신선함이 보입니다♡ 재구매 의사 100프로 입니다",예상보다 맛있어요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,임*영,5,당일 로스팅한 신선하고 맛있는 커피입니다,풍미가 정말 끝내줍니다,예상보다 맛있어요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,김*영,5,등록된 헤드라인이 없습니다,맛은 생각보다 좋습니다.,예상보다 맛있어요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,손*현,5,맛있게 잘 먹었어요,원두 좋아요 맛있게 잘 먹었습니다,예상보다 맛있어요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,쿠팡실구매자,5,등록된 헤드라인이 없습니다,너무너무너무 맛있어요.,맛 평가 없음,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,유*애,5,당일 로스팅에 빠른 배송 너무 좋아요!!,다른데에서 시켜먹다가 로스팅된 날짜 너무 오래된 거 자꾸 와서당일 로스팅하신다는 말에 주문해서 먹게 됐는데 확실히 다르네요~추석이여서 배송이 조금 늦어질까 걱정했는데 금방 왔고원두 맛도 좋습니다!! 앞으로도 애용할게요~,예상보다 맛있어요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,이*원,5,빠른배송 감사합니다,잘받았어요,괜찮아요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,조*미,4,향이 부족해요,콩스콩스 원두가 가성비가 좋아서 자주 구입합니다. 문블렌드 원두가 평소 좋아하는 싱글오리진 원두로 구성 되어 있길래 구입했습니다. 그런데 제 취향보다생각보다 향이 좀 적네요. 다시 싱글 오리진으로 가야 될 것 같아요.,괜찮아요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,쿠팡실구매자,4,문블렌드 좋아요. ^^,문블렌드 좋아요. ^^,괜찮아요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
문블렌드,이*학,4,등록된 헤드라인이 없습니다,풍미가 좋아 잘 먹고 있습니다.,예상보다 맛있어요,7.0,7,7,7,7.0,[시티/풀시티],"콜롬비아, 브라질, 에티오피아, 과테말라",각 산지별 원두 고유의 맛과 향미를 살려 4가지 싱글 오리진 원두를 최상의 비율로 블렌딩한 커피입니다.
베트남로부스타블루드래곤워시드g1,입소문,5,내돈내산  콩스콩스 단골이 솔직후기,미용실운영중입니다콩스콩스 아주자주 사먹는찐단골입니다초창기에는 에스프레소 블렌드먹다가 근래에 베트남 블루드래곤 워시드바꿔먹네요이유를 설명드릴께요베트남 블루드래곤 워시드 는 연한커피입니다그래서 손님들 10분오심대부분 부드러워서 무난해서맛있다 소리나오는 커피예요그리고 커피머신기 내렸을시향이 너무너무 좋아요샵내부에 확 퍼질정도단점있어요  연하다보니 아이스로 내렸을시연해요 그래서 아아추출하고에스프레소 한번 더 추출하고먹어요  진한거 좋아하시는분들껜에스프레소 한번더 추출해드림되는데 경제적이진 못해요 ^^아아로 추출했을시 진하고맛있는건  에스프레소 블렌드 입니다  아이스라떼도 역시한번추출로도 진하게 내려져요결론은 아이스로했을시맛있는건 진해서 에스프레소 블렌드 일반으로 추출시 무난하게맛있고 향좋은건 베트남 블루드래곤 워시드향도 베트남 블루드래곤 워시드 가 훨씬 좋습니다같은 콩스콩스 니깐 스타일에 맞게 사시면 되구요가성비대비 맛 향 다사로잡은건 역시 베트남 블루드래곤 워시드 입니다^^콩스콩스 오래먹은 사람업장에서 사용먹어본솔직후기니 참고하세요^^연하고 무난한맛 향이너무 좋은건 베트남 블루드래곤 워시드 라는거예요집에서 개인적으로 추출해드실땐 업장아니고에스프레소 블렌드 추천드려요업장에서 쓰실경우베트남 블루드래곤 워시드 최고입니다 ^^  향이찐입니다,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,정지민,5,구수하고 가성비 좋은 원듀,"●요약-곡물 태운것같은 구수한 맛이 특징(누룽지맛)-산미 없음-가성비 미쳤음-여름에 아아메 막 내려마시기 최적합, 커피를 그냥 포션이라고 생각하고 먹는다면 추천●맛로부스타 특징이긴 한데 누룽지나 튀밥같은 곡물을 태운듯한 구수~~~한 탄맛이 납니다. 산미는 거의 없다고 봐도 될 정도라서 나는 산미 없고 구수한 커피가 취향이야! 하면 추천합니다.고소~랑 구수~랑은 다른데 고소한건 견과류나 버터같은 리치한 느낌이라면 구수~는 진짜 숭늉먹을때 깔끔하고 친근한 맛입니다 ㅎㄹ●원두상태너무 싸서 기대 안했는데 원두가 너무 번들거리지도 않고 생각보다 결점두도 많지않았어요. 내렸을때 크레마도 꽤 두껍고 나쁘지 않았어요●가성비픽뭐 산미가 있다던가 과일향이 난다던가 이런 풍부한 맛은 아니긴해요. 근데 가격이 진짜 로부스타중에서도 제일 싼 편인만큼  가성비픽으로는 최고입니다. 내가 그냥 커피를 물처럼 내려마신다. 원두를 1키로 단위로 사도 2주면 다 증발해버린다. 이런분들은 이거 추천..(제가 그럼)●총평산미 없고 구수한게 취향이거나 거부감이 없다. 나는 원두를 좀 부담없이 자주 마구마구 내려먹고싶다. 하시면 강추입니다!저는 산미있는.커피는 까페 가서 사마실때 마시고..집에선 이걸로 저렴하게 마구마구 내려마시는데 참 좋더라구요 ㅎㅎ 추천!!!",괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,입소문,5,내돈내산 콩스콩스 블루드래곤 매니아후기요,항상 향이 좋아서 미용실에서자주아주 자주사는 콩스콩스블루드래곤 워시드 1k후기예요커피머신기가 새로 들어와서ㅋㅋ 오늘은 여기에다 콩스콩스 블루드래곤 내려보았습니당오  커피무슨일^^  불이 나와그런가 향이 쫙퍼지고분위기 깡패 커피예요일단 자주사서 먹는 제가본블루드래곤 워시드 이커피콩은진하지 않은 맛입니다커피첨 접하는분들이무난하게 드실맛신맛 탄맛 그런거 없구요일단 커피머신기에 내렸을시향이 샵내부로 퍼질만큼향이 좋습니다맛이 진하지 않아서연하게 드시는분들이 좋아하세요저희손님들 실지로 드시는분들마다 커피맛있다 소리하십니다^^  대신 아이스로 내렸을시연해서 투샷 해야해요확실히 진하지 않아서아이스로 먹으니 밍밍합니다아이스로 먹을시 맛난커피콩은콩스콩스에 따로 있구요이 블루드래곤 워시드 는연한커피입니다내린커피 보시면 아시겠지만조명이 들어가서 진해보이는효과가 있는거지커피내린거 보심 연해요자연스럽고 부드럽고무난한커피 향좋은커피좋아하시는분들은대부분 좋아하실꺼라 생각해요^^진한커피 드셨던분들이나그런거 좋아하시는분들은밍밍하다 느끼실수있어요이 커피는 무난하게 미용실이나 업장에서 쓰기 아주 좋다고느끼네요  가장좋은점은향이 너무좋습니다저는 커피머신기로내렸을시 커피향이샵내부로 쫙 퍼져서 너무좋아서 계속 사는이유도있습니다맛도 무난하구요손님들이 맛있다고하셔서 기분좋게 드려용 ^^,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,랑코,5,등록된 헤드라인이 없습니다,콩스콩스 베트남 블루드래곤 리뷰 커피하루에 1잔이상 기본으로 마시는 30대 중반 아주미 입니다. 커피없이는 못사는 1인입니다 ㅎㅎ회사에서도 자주 사서 마시지만 하루에 한잔씩 사서 마시면..비용이 만만치 않아요 ㅠ 그래서 집에 커피머신을 구비해서 종종 원액을 내려서 회사에 가져갑니다~ 그렇게 하면 절약하는?느낌이 나더라구요~ 요즘 점점날씨가 더워지면서 커피도 더 자주?마시게 되는거같아요 금방 원두가 떨어져서 이번에는 가격이 조금 저렴한? 가성비 원두를 구매하게되었습니다.콩스콩스는 몇년전에도 몇번이용한적 있어요~ 커피는 스타벅스 원두 좋아하구요~ 스벅은 원두가 진하고 향이 좋아요~ 하지만 비싼게 단점이죠?ㅎㅎ이번엔 가성비로 콩스콩스를 택했습니다. 콩스콩스에서 제일 저렴한 베트남 블루드래곤 구매했구요 집에 조금 남아있는 원두와 비교해보니 확실히? 원두의 질이 틀리긴해요 ㅎ 사진에도 찍어서 올려두었지만. 스벅은 색이 짙고 기름칠한것처럼 윤기가 나는데 베트남 원두는 윤기도없고 말라보이는 커피콩이 였어요~ 그래서 콩스콩스 제일 저렴한 베트남꺼랑 제가 좋아하는 과테말라도 구매했어요 ㅎ 원두를 섞어서 먹으려구요~ 그럼 좀더 괜찮을거같아서요~~ 1키로 두개 구매하니 3만원초반대 나왔는데 스벅1키로 사는거랑 가격이 비슷해요 ㅋ 두배양으로 저렴하게 잘구매한거같습니다~ 중간가격대원두랑 섞으니 맛도 괜찮은거같아요~~가성비 원두로! 추천해요~도움이 되셨다면 도움버튼을 꾸욱눌러주세요!,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,입소문,5,향기넘좋아요  콩스콩스,콩스콩스 업장에서 쓴지도엄청오래되었어요샵 에서 확 커피향 퍼지는걸 좋아해서 찾게된베트남 로부스타 블루드래곤 워시드 G1이 커피는 가장 무난한호불호없이 맛있다고저희손님들이 극찬한커피구요후기도 여러번썻지만연한커피입니다연하다보니 커피 첨 접하시는분들이 늘 커피맛있다하시네요연하다보니 아아로했을시 얼음이 섞이니 확실히더 연하구요 아이스로했을시 진한원두는 따로있어요저희손님들은 희한하게진한걸 안좋아하시는지아아로 드려도 맛있다고하시더라구요아아로 추출시 에스프레소 에 얼음넣고드리는게 나으더라구요탄맛 신맛이런거 일절없이 무난한연한맛추출시 샵내부로 확~~퍼질정도로 향이 너무좋은 커피입니다커피향 진짜 좋습니다연한커피 ^^,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,입소문,5,미용실에서 자주시키는 향좋은원두입니다,미용실에서 커피콩 이것저것먹어보다 정작하게 된(콩스콩스 베트남 로브스타 블루드래곤 워시드G1)일단 정착하게 된 쭉이원두콩만 시키게 된 이유중가장큰게 향이예요커피콩 열자마자 확퍼지는향미용실에서 커피냄새 나는게최곤데요  신기하게 이 블루드래곤 은 커피내리면 미용실에 쫙 향이 퍼지는게 너무좋아요맛은  손님들 10분을 드리면8분은 너무 맛있다소리 들었구요  로부스틴 특유의 곡물의 구구한 향미와 은은한 단 맛이느껴지는 부드러운커피예요한마디로 커피내렸을때향이 쫙 퍼지면서 쓰지않고부드러워서  부담없이 마실수있는커피입니다커피콩은 신선도를 위해많이 죙겨놓지 않고 1kg 두개정도만 시켜서 떨어지면바로바로 시키는 편이구요커피가 진하지 않다보니얼음넣고 아아만들시사진영상 보듯이 연하더라구요진하지 않다보니 아이스할시에스프레소 한샷 추가넣어야되구요 뜨거운커피로 먹을시더 맛있어요솔직히 아이스아메리카노로할시는 콩스콩스 커피중다른게 젤 맛나요 추천받아서먹어보니 확실히 진한게얼음넣고 먹을시 싱겁지않아서 커피숍에서 먹는맛이랑비슷해요진하지 않고 산미없고 탄내안나는 향이 너무 좋고부드러운커피 원하시는분들은 호불호없이 맛있게커피드실수 있으실꺼예요향이 진짜 좋은커피후회없으실꺼예요^^,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,동구딴지,5,향이 대박 너무 좋습니다~,✅️상품 : 콩스콩스 베트남 블루 드레곤 로브스타 워시드 원두콩 상태 1kg✔️주문날짜 : 2023년 1월 17일 주문✔️배송날짜 : 2023년 1월 19일 배송커피 없이는 못사는 커피 러버입니다  드립커피를 젤 좋아해서 몇년간 드립만 고집해 오면서 왠만한 원두는 수도 없이 접해 봤어요 최근까지 스**스 원두만 고집스럽게 마셔오다가 한번 호기심이 생겨 검색해 봤는데 안마셔본 이 콩스콩스가 있길래 후기보니 괜잖더라구요 그래서 주문해 봤습니다배송은 로켓이 아니라 주문해 놓고 던져놨는데 생각보다 빨리 배송되서 좋았네요가격대비 양도 많고 포장도 꽤 괜잖아요 일단 아로마 벨브가 있어 다행~✔️로스팅한 원두는 계속해서 이산화탄소를 배출하기 때문에 이산화탄소를 외부로 배출 시켜주고 커피의 산화를 방지하는 아로마 벨브 원두커피의 신선함을 유지 시켜 줍니다포장 자체는 퍼팩트 하지만 일단 커피 워낙 좋아하고 하루 열잔은 그냥 마시기 때문에 아로마 벨브 연연하지 않고 따로 유리 용기에 보관하고 덜어 먹고 있어요 1키로 많은 양이지만 갠적인 기준으로는 일주일 좀 더 갈 양이기 때문입니다✔️일단 개봉~ 개봉하니 원두향이 엄청 고소합니다 옛날 조리퐁같은 과자 냄새? 고소함이 있어요 너무 맛있는 향이네요✔️산미 많은걸 싫어하는 편인데 다행히도 산미는 거의 안느껴 졌습니다 ✔️드립으로 내리는데 무슨 더치 내리는줄 한참을 내렸어요 평소 먹던 드립 입자보다 더 부드럽게 갈아야 잘~ 내려질거 같아요✔️산미는 없는데 탄향이 진하게 납니다 탄향이 감도는 쓴맛? 맛이 기존 먹던거랑 확 틀리게 훅 들어와서 신선한 맛이었어요평소 먹던 스*** 커피랑은 확  다른맛인데 맛있네요  따뜻하게 먹는거랑 아이스로 먹는거랑도 살짝 틀려요 어느 타입으로 먹던 무난하게 마실 맛입니다▶️알아보니 콩스콩스 로브스타 원두치고 거친맛과 높은 카페인으로 유명해서 에스프레소로 마시면 그 진가를 느낄수 있는 원두라는데 에스프레소 좋아하지는 않아서 갠적인 취향으로 농도 조절해 마시니 부드럽고 좋습니다 호불호는 잘 없을 원두 입니다 마셔보니 갠적으론 마음에 들어서  더 주문해서 마셔보려구요  향이 매력적인 커피입니다 평소 내리던 커피향의 두배는 고소한 향이 온 집에 퍼지는 거 같아 그점이 젤 마음에 들었어요~ 맛은 커피맛 좀 더 진함? 아이스가 취저네요~,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,입소문,5,미용실 손님이 맛있다는커피,미용실 운영중입니다영업장이다 보니 커피맛에신경많이 쓰여서 커피콩1k여러가지 먹어보고 산 결과콩스콩스 베트남 로부스타블루드래곤G1손님반응이 젤 좋으시더라구요커피머신기 쓰고 있어요자동이라 커피콩만 넣음되거든요  신기하게 블루드래곤 봉투 뜯음벌써샵내부에 향기 좋아요커피머신기 내렸을시 진짜 향이 묭실에 쫙 퍼지는게저번에 시키고 넘 좋아서 또삼 앞으로 계속 살거임가격대비 가성비 넘 좋구요손님이 그냥 드시면 바로커피 맛있다 소리 나오네요^^사진영상 보시다시피  커피진하지 않아요 그냥 누구나편히 먹을수 있는 아메리카노 맛 그래서 그런가 부드럽고신맛 없어요저희 커피머신기 내린모습 그냥그대로실물 올려드리는거예요아메리카노 로 추출시살짝 진한갈색 샷추가 해서 추출시 좀더진한데 색도요 기본아메리카노 추출해 드림100%  커피 넘 맛있다하시니 드리는 저 또 한기분이 좋습니다젤 중요한건 커피 내릴때마다 향이 향이 진짜샵에 쫙 퍼져서 넘 좋습니다저는 향이  샵내부에 쫙퍼지는 이것땜에 또홀려서 샀어요커피맛도 좋지만향이 끝내주게 좋은 커피콩1k적극추천드려요아주진하고 쓴커피 좋아하시면에스프레소 블렌드 이거사세요 이건 더 진하더라구요아아했을시 맛이 연해지는게싫음 이거사라고 추천받았어요근데 그냥 부드럽게 쓰지않은커피 특히 향 좋은커피좋으신분들은 필히☆ 베트남 로부스타    블루드래곤 워시드G1☆이거 사세요 영업장에서드리면  손님들이 커피숍에서먹는거 만큼 맛있다소리듣습니다 ~^^영업장 주인이 커피향에 캬~~반해서 사는 커피콩 입니당,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
